oCounty,OriginX,OriginY,DepartTime,TripNodeCount,TripNode1:,DestX1,DestY1,Riders1,TripNode2:,DestX2,DestY2,Riders2,TripNode3:,DestX3,DestY3,Riders3,TotalRiders,vehicleMiles,tripMiles,AVO,VehTourEndCounty,VehTourEnd_xPixel,VehTourEnd_yPixel,VehTourEnd_Time
WES,200.0,294.0,26245.5,3,1,162.0,282.0,2,2,161.0,269.0,1,3,148.0,261.0,1,4,40.9,112.6,2.8,ESS-4,148.0,261.0,31152.4,
WES,200.0,294.0,26251.9,3,1,174.0,266.0,3,2,173.0,267.0,1,3,163.0,250.0,1,5,35.6,126.2,3.5,HUD-1,163.0,250.0,30524.9,
WES,200.0,294.0,26252.5,3,1,159.0,290.0,1,2,149.0,280.0,1,3,104.0,295.0,1,3,61.7,114.1,1.8,SUS,104.0,295.0,33652.0,
WES,200.0,294.0,26260.8,3,1,178.0,280.0,2,2,168.0,272.0,4,3,156.0,277.0,1,7,31.1,152.8,4.9,PAS-1,156.0,277.0,29996.4,
WES,200.0,294.0,26267.7,3,1,171.0,271.0,1,2,168.0,252.0,2,3,111.0,241.0,1,4,68.6,147.7,2.2,SOM-2,111.0,241.0,34497.4,
WES,200.0,294.0,26279.4,3,1,167.0,267.0,1,2,161.0,270.0,1,3,129.0,210.0,1,3,70.4,119.1,1.7,MID-1,129.0,210.0,34728.3,
WES,200.0,294.0,26282.6,3,1,179.0,292.0,1,2,169.0,272.0,2,3,168.0,255.0,1,4,36.3,88.5,2.4,HUD-2,168.0,255.0,30637.6,
WES,200.0,294.0,26282.9,3,1,177.0,274.0,1,2,179.0,274.0,3,3,175.0,274.0,1,5,21.9,89.7,4.1,BER-2,175.0,274.0,28909.4,
WES,200.0,294.0,26283.4,3,1,177.0,284.0,1,2,168.0,284.0,1,3,160.0,294.0,2,4,28.1,83.2,3.0,BER-3,160.0,294.0,29659.2,
WES,200.0,294.0,26291.1,3,1,176.0,275.0,3,2,166.0,276.0,1,3,156.0,278.0,1,5,30.5,106.3,3.5,PAS-2,156.0,278.0,29952.9,
WES,200.0,294.0,26295.3,3,1,180.0,292.0,1,2,161.0,281.0,1,3,157.0,253.0,3,5,42.2,143.7,3.4,ESS-2,157.0,253.0,31359.7,
WES,200.0,294.0,26302.5,3,1,170.0,280.0,2,2,170.0,277.0,14,3,170.0,251.0,4,20,37.3,455.2,12.2,HUD-1,170.0,251.0,30774.1,
WES,200.0,294.0,26308.7,3,1,178.0,283.0,1,2,154.0,279.0,1,3,119.0,258.0,1,3,53.8,97.0,1.8,MOR-1,119.0,258.0,32770.3,
WES,200.0,294.0,26312.0,3,1,164.0,281.0,1,2,161.0,287.0,3,3,160.0,287.0,1,5,27.6,118.7,4.3,BER-3,160.0,287.0,29622.8,
WES,200.0,294.0,26315.8,3,1,176.0,264.0,2,2,176.0,268.0,1,3,169.0,255.0,1,4,34.3,97.2,2.8,HUD-2,169.0,255.0,30433.0,
WES,200.0,294.0,26320.5,3,1,173.0,289.0,1,2,165.0,271.0,1,3,162.0,266.0,1,3,31.8,69.9,2.2,BER-1,162.0,266.0,30135.6,
WES,200.0,294.0,26328.5,3,1,173.0,274.0,1,2,170.0,271.0,1,3,157.0,280.0,1,3,32.2,70.0,2.2,PAS-2,157.0,280.0,30191.6,
WES,200.0,294.0,26331.3,3,1,178.0,289.0,2,2,157.0,274.0,1,3,151.0,258.0,1,4,39.3,92.0,2.3,ESS-4,151.0,258.0,31044.1,
WES,200.0,294.0,26337.0,3,1,179.0,290.0,1,2,166.0,251.0,1,3,171.0,178.0,1,3,81.4,117.5,1.4,MON-1,171.0,178.0,36104.4,
WES,200.0,294.0,26341.8,3,1,173.0,287.0,1,2,168.0,285.0,3,3,142.0,217.0,1,5,63.6,134.4,2.1,MID-2,142.0,217.0,33979.5,
WES,200.0,294.0,26352.1,3,1,167.0,284.0,1,2,167.0,274.0,1,3,133.0,271.0,1,3,47.2,86.3,1.8,MOR-2,133.0,271.0,32012.3,
WES,200.0,294.0,26357.3,3,1,172.0,263.0,2,2,143.0,251.0,1,3,131.0,217.0,1,4,65.5,155.0,2.4,MID-2,131.0,217.0,34220.7,
WES,200.0,294.0,26365.4,3,1,162.0,276.0,2,2,162.0,278.0,1,3,113.0,274.0,1,4,55.9,128.8,2.3,MOR-2,113.0,274.0,33076.6,
WES,200.0,294.0,26370.9,3,1,166.0,282.0,2,2,151.0,263.0,1,3,109.0,259.0,1,4,61.5,136.6,2.2,MOR-1,109.0,259.0,33747.5,
WES,200.0,294.0,26375.9,3,1,158.0,303.0,1,2,118.0,260.0,1,3,112.0,240.0,2,4,73.5,202.9,2.8,SOM-2,112.0,240.0,35200.4,
WES,200.0,294.0,26382.2,3,1,175.0,281.0,2,2,163.0,277.0,1,3,165.0,259.0,1,4,35.4,87.9,2.5,HUD-3,165.0,259.0,30625.7,
WES,200.0,294.0,26386.3,3,1,167.0,282.0,2,2,163.0,288.0,1,3,151.0,278.0,1,4,34.8,95.6,2.7,PAS-2,151.0,278.0,30558.4,
WES,200.0,294.0,26393.3,3,1,168.0,279.0,1,2,169.0,257.0,1,3,148.0,249.0,1,3,47.9,91.4,1.9,UNI-3,148.0,249.0,32141.5,
WES,200.0,294.0,26402.0,3,1,177.0,275.0,2,2,170.0,259.0,1,3,131.0,209.0,1,4,66.4,129.1,1.9,MID-1,131.0,209.0,34373.0,
WES,200.0,294.0,26403.8,3,1,162.0,270.0,1,2,161.0,273.0,1,3,156.0,275.0,2,4,32.1,111.1,3.5,PAS-1,156.0,275.0,30255.2,
WES,200.0,294.0,26411.0,3,1,178.0,271.0,1,2,169.0,271.0,1,3,159.0,263.0,1,3,32.2,73.1,2.3,BER-1,159.0,263.0,30272.7,
WES,200.0,294.0,26417.4,3,1,173.0,279.0,3,2,162.0,287.0,2,3,122.0,226.0,1,6,70.5,164.1,2.3,MID-3,122.0,226.0,34872.6,
WES,200.0,294.0,26419.0,3,1,165.0,273.0,2,2,161.0,278.0,1,3,158.0,279.0,1,4,30.2,101.0,3.3,PAS-2,158.0,279.0,30046.5,
WES,200.0,294.0,26427.4,3,1,177.0,269.0,1,2,166.0,249.0,1,3,166.0,199.0,1,3,64.1,114.8,1.8,MON-3,166.0,199.0,34116.7,
WES,200.0,294.0,26446.2,3,1,175.0,287.0,6,2,168.0,278.0,1,3,166.0,283.0,4,11,25.6,200.7,7.8,BER-3,166.0,283.0,29524.0,
WES,200.0,294.0,26452.1,3,1,167.0,291.0,1,2,155.0,278.0,1,3,124.0,231.0,1,3,64.3,107.8,1.7,MID-4,124.0,231.0,34165.5,
WES,200.0,294.0,26461.8,3,1,171.0,291.0,1,2,167.0,281.0,1,3,159.0,272.0,1,3,31.2,66.7,2.1,PAS-1,159.0,272.0,30203.4,
WES,200.0,294.0,26466.4,3,1,180.0,279.0,1,2,176.0,274.0,1,3,114.0,275.0,1,3,56.0,86.6,1.5,MOR-3,114.0,275.0,33192.0,
WES,200.0,294.0,26470.2,3,1,170.0,255.0,1,2,155.0,253.0,1,3,130.0,244.0,1,3,54.5,117.7,2.2,UNI-2,130.0,244.0,33015.5,
WES,200.0,294.0,26473.3,3,1,166.0,271.0,1,2,142.0,249.0,1,3,114.0,249.0,2,4,61.0,185.1,3.0,SOM-2,114.0,249.0,33789.0,
WES,200.0,294.0,26476.1,3,1,172.0,277.0,1,2,170.0,254.0,2,3,143.0,228.0,2,5,56.0,184.3,3.3,MID-3,143.0,228.0,33195.6,
WES,200.0,294.0,26487.3,3,1,173.0,264.0,1,2,153.0,242.0,3,3,120.0,227.0,1,5,63.8,213.0,3.3,MID-3,120.0,227.0,34144.0,
WES,200.0,294.0,26498.7,3,1,166.0,279.0,2,2,163.0,280.0,1,3,163.0,262.0,2,5,35.0,127.0,3.6,BER-1,163.0,262.0,30698.0,
WES,200.0,294.0,26504.4,3,1,173.0,272.0,5,2,158.0,259.0,1,3,118.0,273.0,1,7,58.2,188.1,3.2,MOR-2,118.0,273.0,33492.5,
WES,200.0,294.0,26516.5,3,1,173.0,268.0,1,2,147.0,239.0,1,3,119.0,202.0,1,3,73.7,141.9,1.9,MID-1,119.0,202.0,35360.4,
WES,200.0,294.0,26517.2,3,1,169.0,281.0,1,2,145.0,301.0,1,3,110.0,305.0,1,3,60.1,107.8,1.8,SUS,110.0,305.0,33723.3,
WES,200.0,294.0,26521.3,3,1,178.0,279.0,2,2,163.0,286.0,1,3,138.0,229.0,1,4,63.3,108.6,1.7,MID-4,138.0,229.0,34111.7,
WES,200.0,294.0,26525.3,3,1,178.0,270.0,2,2,175.0,263.0,2,3,145.0,255.0,1,5,42.7,127.3,3.0,ESS-3,145.0,255.0,31653.3,
WES,200.0,294.0,26525.9,3,1,170.0,289.0,1,2,170.0,287.0,1,3,162.0,273.0,1,3,29.1,62.8,2.2,BER-2,162.0,273.0,30020.7,
WES,200.0,294.0,26531.7,3,1,169.0,274.0,4,2,156.0,265.0,1,3,153.0,272.0,2,7,36.2,182.4,5.0,PAS-1,153.0,272.0,30874.7,
WES,200.0,294.0,26539.9,3,1,171.0,275.0,1,2,161.0,283.0,1,3,122.0,297.0,3,5,53.3,185.6,3.5,PAS-2,122.0,297.0,32941.7,
WES,200.0,294.0,26547.1,3,1,175.0,272.0,1,2,170.0,258.0,1,3,124.0,269.0,1,3,57.3,96.1,1.7,MOR-2,124.0,269.0,33420.5,
WES,200.0,294.0,26554.2,3,1,180.0,290.0,1,2,166.0,296.0,3,3,158.0,300.0,1,5,26.7,99.0,3.7,BER-3,158.0,300.0,29763.4,
WES,200.0,294.0,26559.4,3,1,176.0,267.0,1,2,171.0,272.0,1,3,142.0,273.0,1,3,43.3,80.5,1.9,ESS-6,142.0,273.0,31758.8,
WES,200.0,294.0,26567.0,3,1,178.0,282.0,3,2,170.0,282.0,1,3,167.0,261.0,1,5,32.6,92.5,2.8,HUD-3,167.0,261.0,30474.7,
WES,200.0,294.0,26576.1,3,1,174.0,279.0,3,2,173.0,260.0,1,3,170.0,250.0,2,6,35.7,144.0,4.0,HUD-1,170.0,250.0,30858.9,
WES,200.0,294.0,26577.5,3,1,162.0,279.0,1,2,157.0,265.0,1,3,143.0,248.0,1,3,46.6,99.6,2.1,UNI-3,143.0,248.0,32174.9,
WES,200.0,294.0,26580.6,3,1,177.0,285.0,1,2,161.0,295.0,1,3,159.0,294.0,1,3,27.5,62.8,2.3,BER-3,159.0,294.0,29878.3,
WES,200.0,294.0,26592.9,3,1,177.0,270.0,1,2,176.0,270.0,1,3,156.0,278.0,1,3,33.5,68.4,2.0,PAS-2,156.0,278.0,30609.3,
WES,200.0,294.0,26594.6,3,1,178.0,290.0,1,2,171.0,258.0,1,3,131.0,224.0,1,3,64.6,100.1,1.6,MID-3,131.0,224.0,34342.8,
WES,200.0,294.0,26600.2,3,1,145.0,254.0,1,2,122.0,261.0,1,3,103.0,271.0,1,3,68.1,151.4,2.2,MOR-2,103.0,271.0,34773.7,
WES,200.0,294.0,26604.2,3,1,170.0,279.0,1,2,169.0,260.0,2,3,128.0,228.0,1,4,62.7,133.9,2.1,MID-3,128.0,228.0,34133.7,
WES,200.0,294.0,26606.2,3,1,165.0,280.0,1,2,154.0,272.0,2,3,98.0,260.0,1,4,65.1,148.3,2.3,MOR-1,98.0,260.0,34423.1,
WES,200.0,294.0,26609.0,3,1,166.0,297.0,1,2,161.0,298.0,1,3,107.0,230.0,4,6,75.6,314.9,4.2,SOM-1,107.0,230.0,35685.6,
WES,200.0,294.0,26619.0,3,1,175.0,282.0,3,2,167.0,287.0,1,3,136.0,241.0,1,5,55.6,120.0,2.2,UNI-2,136.0,241.0,33288.8,
WES,200.0,294.0,26628.0,3,1,178.0,274.0,3,2,170.0,277.0,16,3,126.0,265.0,1,20,50.3,432.2,8.6,MOR-1,126.0,265.0,32667.6,
WES,200.0,294.0,26635.5,3,1,169.0,267.0,2,2,167.0,270.0,1,3,166.0,260.0,1,4,32.9,102.7,3.1,HUD-3,166.0,260.0,30578.6,
WES,200.0,294.0,26641.7,3,1,176.0,288.0,2,2,127.0,244.0,1,3,121.0,227.0,1,4,65.2,144.9,2.2,MID-3,121.0,227.0,34462.5,
WES,200.0,294.0,26643.9,3,1,169.0,291.0,1,2,163.0,281.0,1,3,150.0,265.0,2,4,38.1,111.6,2.9,ESS-5,150.0,265.0,31210.4,
WES,200.0,294.0,26652.0,3,1,175.0,273.0,1,2,176.0,264.0,1,3,138.0,265.0,1,3,47.8,83.7,1.8,ESS-5,138.0,265.0,32391.7,
WES,200.0,294.0,26656.3,3,1,175.0,285.0,1,2,172.0,282.0,1,3,166.0,278.0,3,5,22.8,101.9,4.5,BER-2,166.0,278.0,29394.1,
WES,200.0,294.0,26664.4,3,1,180.0,291.0,2,2,161.0,287.0,3,3,159.0,295.0,1,6,28.7,120.2,4.2,BER-3,159.0,295.0,30112.2,
WES,200.0,294.0,26665.2,3,1,177.0,276.0,1,2,177.0,277.0,1,3,168.0,260.0,1,3,29.7,62.7,2.1,HUD-3,168.0,260.0,30225.0,
WES,200.0,294.0,26678.0,3,1,157.0,303.0,1,2,157.0,301.0,3,3,112.0,240.0,2,6,73.0,228.7,3.1,SOM-2,112.0,240.0,35442.8,
WES,200.0,294.0,26679.6,3,1,177.0,279.0,2,2,179.0,272.0,1,3,171.0,270.0,1,4,25.8,73.8,2.9,BER-1,171.0,270.0,29774.5,
WES,200.0,294.0,26682.0,3,1,172.0,281.0,2,2,170.0,276.0,2,3,133.0,253.0,1,5,47.9,126.2,2.6,UNI-3,133.0,253.0,32429.2,
WES,200.0,294.0,26694.3,3,1,165.0,279.0,1,2,160.0,282.0,1,3,151.0,250.0,1,3,46.3,87.4,1.9,ESS-1,151.0,250.0,32249.2,
WES,200.0,294.0,26702.6,3,1,178.0,286.0,3,2,175.0,265.0,2,3,139.0,249.0,1,6,50.4,133.6,2.6,UNI-3,139.0,249.0,32751.9,
WES,200.0,294.0,26708.2,3,1,168.0,267.0,1,2,161.0,274.0,1,3,151.0,258.0,1,3,42.4,87.9,2.1,ESS-4,151.0,258.0,31794.0,
WES,200.0,294.0,26710.3,3,1,174.0,277.0,1,2,165.0,283.0,1,3,149.0,285.0,2,4,34.8,102.8,3.0,PAS-2,149.0,285.0,30886.7,
WES,200.0,294.0,26713.9,3,1,174.0,276.0,1,2,168.0,255.0,1,3,170.0,251.0,3,5,34.8,143.6,4.1,HUD-1,170.0,251.0,30885.2,
WES,200.0,294.0,26714.3,3,1,163.0,294.0,1,2,153.0,294.0,1,3,153.0,284.0,1,3,34.2,79.2,2.3,PAS-2,153.0,284.0,30818.3,
WES,200.0,294.0,26720.3,3,1,169.0,273.0,1,2,168.0,274.0,3,3,165.0,275.0,1,5,25.2,114.3,4.5,BER-2,165.0,275.0,29745.7,
WES,200.0,294.0,26725.9,3,1,159.0,270.0,1,2,151.0,263.0,1,3,110.0,291.0,1,3,64.7,117.3,1.8,PAS-2,110.0,291.0,34486.6,
WES,200.0,294.0,26728.2,3,1,170.0,280.0,1,2,165.0,288.0,1,3,159.0,282.0,1,3,30.6,66.8,2.2,BER-3,159.0,282.0,30402.0,
WES,200.0,294.0,26728.7,3,1,179.0,275.0,1,2,170.0,271.0,5,3,161.0,269.0,2,8,28.4,186.0,6.5,BER-1,161.0,269.0,30140.6,
WES,200.0,294.0,26748.0,3,1,175.0,287.0,5,2,162.0,282.0,1,3,130.0,242.0,1,7,54.7,154.1,2.8,UNI-2,130.0,242.0,33308.2,
WES,200.0,294.0,26752.9,3,1,159.0,285.0,1,2,127.0,221.0,1,3,117.0,226.0,1,3,74.8,151.5,2.0,SOM-1,117.0,226.0,35732.0,
WES,200.0,294.0,26757.8,3,1,169.0,275.0,1,2,160.0,284.0,2,3,117.0,267.0,1,4,57.2,123.7,2.2,MOR-2,117.0,267.0,33621.3,
WES,200.0,294.0,26768.5,3,1,170.0,294.0,2,2,164.0,286.0,1,3,142.0,217.0,1,4,67.5,116.0,1.7,MID-2,142.0,217.0,34862.9,
WES,200.0,294.0,26768.9,3,1,176.0,275.0,2,2,171.0,257.0,1,3,130.0,246.0,1,4,55.0,115.9,2.1,UNI-3,130.0,246.0,33374.4,
WES,200.0,294.0,26778.7,3,1,169.0,294.0,2,2,166.0,284.0,2,3,148.0,291.0,2,6,36.5,142.2,3.9,BER-3,148.0,291.0,31153.0,
WES,200.0,294.0,26788.2,3,1,171.0,291.0,1,2,170.0,296.0,1,3,157.0,290.0,1,3,29.1,61.4,2.1,BER-3,157.0,290.0,30285.4,
WES,200.0,294.0,26800.6,3,1,166.0,281.0,1,2,160.0,285.0,2,3,124.0,261.0,1,4,52.1,120.8,2.3,MOR-1,124.0,261.0,33055.9,
WES,200.0,294.0,26815.4,3,1,176.0,276.0,1,2,170.0,257.0,1,3,169.0,251.0,1,3,33.6,78.4,2.3,HUD-1,169.0,251.0,30848.0,
WES,200.0,294.0,26815.8,3,1,170.0,283.0,2,2,161.0,281.0,2,3,143.0,282.0,1,5,35.5,122.6,3.5,MOR-3,143.0,282.0,31078.2,
WES,200.0,294.0,26823.3,3,1,174.0,280.0,1,2,161.0,291.0,2,3,125.0,239.0,1,4,65.9,120.5,1.8,SOM-2,125.0,239.0,34729.2,
WES,200.0,294.0,26826.3,3,1,178.0,289.0,1,2,164.0,272.0,1,3,162.0,206.0,1,3,66.4,96.4,1.5,MON-3,162.0,206.0,34790.5,
WES,200.0,294.0,26838.2,3,1,165.0,296.0,1,2,153.0,272.0,1,3,138.0,242.0,1,3,57.3,100.7,1.8,UNI-2,138.0,242.0,33709.2,
WES,200.0,294.0,26839.6,3,1,166.0,267.0,1,2,118.0,272.0,1,3,81.0,196.0,1,3,105.7,169.5,1.6,MER-2,81.0,196.0,39526.3,
WES,200.0,294.0,26846.3,3,1,179.0,290.0,2,2,169.0,274.0,2,3,161.0,279.0,1,5,29.8,95.0,3.2,BER-2,161.0,279.0,30423.2,
WES,200.0,294.0,26859.0,3,1,165.0,271.0,3,2,163.0,265.0,1,3,160.0,262.0,2,6,31.5,165.1,5.2,BER-1,160.0,262.0,30635.2,
WES,200.0,294.0,26871.7,3,1,171.0,289.0,1,2,162.0,274.0,1,3,151.0,274.0,1,3,34.8,75.2,2.2,PAS-1,151.0,274.0,31042.0,
WES,200.0,294.0,26872.7,3,1,179.0,273.0,1,2,177.0,269.0,3,3,175.0,263.0,3,7,24.3,150.7,6.2,BER-1,175.0,263.0,29788.4,
WES,200.0,294.0,26877.4,3,1,173.0,279.0,4,2,170.0,250.0,10,3,125.0,220.0,1,15,68.5,456.9,6.7,MID-2,125.0,220.0,35094.4,
WES,200.0,294.0,26889.1,3,1,171.0,297.0,1,2,151.0,291.0,1,3,136.0,270.0,1,3,45.5,88.0,1.9,MOR-2,136.0,270.0,32349.7,
WES,200.0,294.0,26893.8,3,1,174.0,279.0,1,2,176.0,274.0,2,3,146.0,239.0,1,4,48.9,101.7,2.1,UNI-1,146.0,239.0,32761.8,
WES,200.0,294.0,26897.4,3,1,170.0,282.0,1,2,161.0,280.0,1,3,162.0,268.0,1,3,32.1,71.9,2.2,BER-1,162.0,268.0,30754.6,
WES,200.0,294.0,26905.7,3,1,173.0,275.0,2,2,157.0,260.0,1,3,126.0,275.0,1,4,53.6,118.3,2.2,MOR-3,126.0,275.0,33341.4,
WES,200.0,294.0,26909.3,3,1,179.0,285.0,1,2,139.0,251.0,1,3,131.0,224.0,1,3,62.1,117.5,1.9,MID-3,131.0,224.0,34361.7,
WES,200.0,294.0,26920.3,3,1,181.0,291.0,1,2,175.0,277.0,1,3,154.0,212.0,1,3,61.7,86.1,1.4,MON-3,154.0,212.0,34320.1,
WES,200.0,294.0,26922.8,3,1,179.0,291.0,1,2,169.0,277.0,1,3,163.0,277.0,2,4,26.7,82.8,3.1,BER-2,163.0,277.0,30120.8,
WES,200.0,294.0,26924.4,3,1,179.0,292.0,1,2,169.0,290.0,1,3,149.0,266.0,1,3,37.5,66.3,1.8,ESS-5,149.0,266.0,31426.9,
WES,200.0,294.0,26932.3,3,1,166.0,277.0,2,2,135.0,259.0,2,3,122.0,226.0,1,5,65.6,196.3,3.0,MID-3,122.0,226.0,34804.0,
WES,200.0,294.0,26935.0,3,1,163.0,272.0,1,2,127.0,260.0,1,3,129.0,232.0,1,3,65.4,130.7,2.0,MID-4,129.0,232.0,34787.7,
WES,200.0,294.0,26937.4,3,1,175.0,264.0,1,2,163.0,268.0,1,3,123.0,224.0,1,3,66.7,113.0,1.7,MID-3,123.0,224.0,34941.3,
WES,200.0,294.0,26944.3,3,1,176.0,292.0,1,2,149.0,258.0,3,3,118.0,266.0,1,5,59.7,178.8,3.0,MOR-2,118.0,266.0,34109.4,
WES,200.0,294.0,26950.7,3,1,173.0,289.0,2,2,147.0,245.0,1,3,130.0,240.0,1,4,57.8,129.3,2.2,UNI-1,130.0,240.0,33883.3,
WES,200.0,294.0,26952.0,3,1,171.0,296.0,1,2,165.0,300.0,1,3,86.0,189.0,2,4,103.5,224.7,2.2,MER-2,86.0,189.0,39373.6,
WES,200.0,294.0,26961.4,3,1,170.0,277.0,19,2,171.0,280.0,1,3,157.0,253.0,2,22,40.8,483.7,11.8,ESS-2,157.0,253.0,31861.6,
WES,200.0,294.0,26991.1,3,1,178.0,276.0,1,2,170.0,258.0,1,3,130.0,227.0,1,3,59.2,103.3,1.7,MID-3,130.0,227.0,34099.6,
WES,200.0,294.0,26997.0,3,1,173.0,291.0,1,2,153.0,242.0,2,3,140.0,242.0,2,5,55.9,195.7,3.5,UNI-2,140.0,242.0,33699.5,
WES,200.0,294.0,27004.1,3,1,161.0,287.0,1,2,158.0,283.0,1,3,129.0,218.0,1,3,69.5,112.2,1.6,MID-2,129.0,218.0,35341.6,
WES,200.0,294.0,27004.2,3,1,173.0,262.0,1,2,150.0,244.0,2,3,136.0,240.0,1,4,51.4,160.2,3.1,UNI-1,136.0,240.0,33169.9,
WES,200.0,294.0,27016.4,3,1,177.0,279.0,1,2,166.0,282.0,2,3,141.0,228.0,1,4,59.0,112.9,1.9,MID-3,141.0,228.0,34098.8,
WES,200.0,294.0,27020.6,3,1,174.0,281.0,2,2,177.0,277.0,1,3,173.0,261.0,1,4,30.3,77.6,2.6,HUD-3,173.0,261.0,30661.0,
WES,200.0,294.0,27022.8,3,1,176.0,279.0,1,2,163.0,289.0,1,3,91.0,182.0,1,3,104.2,133.2,1.3,MER-1,91.0,182.0,39527.2,
WES,200.0,294.0,27024.4,3,1,179.0,274.0,1,2,172.0,267.0,1,3,148.0,252.0,1,3,40.3,80.8,2.0,ESS-2,148.0,252.0,31862.9,
WES,200.0,294.0,27032.8,3,1,172.0,280.0,1,2,166.0,260.0,1,3,150.0,240.0,1,3,46.7,91.8,2.0,UNI-1,150.0,240.0,32634.3,
WES,200.0,294.0,27045.1,3,1,178.0,269.0,1,2,165.0,275.0,3,3,120.0,237.0,1,5,63.9,150.6,2.4,SOM-2,120.0,237.0,34714.3,
WES,200.0,294.0,27047.4,3,1,175.0,287.0,11,2,157.0,286.0,1,3,159.0,287.0,2,14,27.7,247.5,8.9,BER-3,159.0,287.0,30375.6,
WES,200.0,294.0,27051.6,3,1,178.0,286.0,4,2,169.0,267.0,1,3,160.0,241.0,1,6,43.2,120.7,2.8,HUD-1,160.0,241.0,32231.8,
WES,200.0,294.0,27060.2,3,1,178.0,279.0,1,2,170.0,275.0,1,3,167.0,270.0,2,4,24.8,86.2,3.5,BER-1,167.0,270.0,30041.2,
WES,200.0,294.0,27063.1,3,1,174.0,276.0,2,2,171.0,273.0,1,3,170.0,271.0,1,4,22.9,82.1,3.6,BER-1,170.0,271.0,29806.4,
WES,200.0,294.0,27068.7,3,1,174.0,282.0,2,2,172.0,261.0,1,3,138.0,251.0,1,4,51.1,105.6,2.1,ESS-1,138.0,251.0,33201.0,
WES,200.0,294.0,27076.3,3,1,167.0,276.0,1,2,150.0,264.0,2,3,145.0,222.0,1,4,60.4,146.9,2.4,MID-2,145.0,222.0,34326.4,
WES,200.0,294.0,27079.5,3,1,177.0,286.0,1,2,170.0,294.0,3,3,166.0,297.0,1,5,24.0,89.1,3.7,BER-3,166.0,297.0,29958.2,
WES,200.0,294.0,27084.3,3,1,172.0,281.0,1,2,169.0,278.0,1,3,151.0,258.0,1,3,37.2,75.9,2.0,ESS-4,151.0,258.0,31549.8,
WES,200.0,294.0,27089.5,3,1,160.0,292.0,1,2,132.0,240.0,1,3,128.0,237.0,1,3,62.5,131.2,2.1,UNI-1,128.0,237.0,34585.4,
WES,200.0,294.0,27097.8,3,1,177.0,280.0,3,2,143.0,245.0,1,3,119.0,258.0,1,5,61.8,146.8,2.4,MOR-1,119.0,258.0,34515.0,
WES,200.0,294.0,27101.1,3,1,178.0,280.0,1,2,168.0,285.0,2,3,140.0,228.0,1,4,60.5,109.1,1.8,MID-3,140.0,228.0,34356.0,
WES,200.0,294.0,27110.5,3,1,166.0,279.0,1,2,160.0,276.0,1,3,125.0,263.0,1,3,48.7,97.3,2.0,MOR-1,125.0,263.0,32957.4,
WES,200.0,294.0,27118.0,3,1,167.0,298.0,2,2,168.0,297.0,1,3,129.0,248.0,1,4,58.4,109.9,1.9,UNI-3,129.0,248.0,34122.3,
WES,200.0,294.0,27126.0,3,1,173.0,265.0,1,2,162.0,266.0,1,3,151.0,263.0,1,3,37.2,86.9,2.3,ESS-5,151.0,263.0,31595.0,
WES,200.0,294.0,27132.7,3,1,175.0,275.0,1,2,176.0,276.0,1,3,129.0,270.0,2,4,48.1,126.8,2.6,MOR-2,129.0,270.0,32906.8,
WES,200.0,294.0,27140.4,3,1,177.0,274.0,1,2,173.0,276.0,1,3,170.0,254.0,2,4,34.3,97.8,2.9,HUD-2,170.0,254.0,31255.6,
WES,200.0,294.0,27150.4,3,1,166.0,283.0,1,2,163.0,276.0,1,3,125.0,269.0,1,3,49.2,93.6,1.9,MOR-2,125.0,269.0,33053.7,
WES,200.0,294.0,27159.3,3,1,176.0,291.0,2,2,139.0,267.0,1,3,124.0,260.0,1,4,50.9,119.0,2.3,MOR-1,124.0,260.0,33267.9,
WES,200.0,294.0,27162.8,3,1,174.0,269.0,1,2,174.0,261.0,1,3,149.0,249.0,1,3,43.1,87.7,2.0,UNI-3,149.0,249.0,32332.4,
WES,200.0,294.0,27165.7,3,1,167.0,284.0,1,2,163.0,265.0,3,3,121.0,262.0,2,6,57.6,207.6,3.6,MOR-1,121.0,262.0,34078.1,
WES,200.0,294.0,27175.2,3,1,179.0,289.0,2,2,160.0,283.0,1,3,128.0,208.0,1,4,73.8,118.1,1.6,MID-1,128.0,208.0,36035.0,
WES,200.0,294.0,27175.3,3,1,175.0,265.0,1,2,170.0,259.0,1,3,170.0,250.0,7,9,33.1,274.3,8.3,HUD-1,170.0,250.0,31142.4,
WES,200.0,294.0,27183.0,3,1,171.0,258.0,1,2,167.0,253.0,1,3,164.0,251.0,1,3,33.7,93.0,2.8,HUD-1,164.0,251.0,31232.1,
WES,200.0,294.0,27183.2,3,1,162.0,277.0,1,2,149.0,257.0,1,3,140.0,230.0,1,3,56.4,115.4,2.0,MID-4,140.0,230.0,33947.2,
WES,200.0,294.0,27189.4,3,1,178.0,289.0,1,2,160.0,298.0,1,3,122.0,261.0,3,5,57.4,190.1,3.3,MOR-1,122.0,261.0,34081.5,
WES,200.0,294.0,27207.1,3,1,157.0,301.0,1,2,156.0,293.0,1,3,124.0,268.0,2,4,55.3,148.9,2.7,MOR-2,124.0,268.0,33848.1,
WES,200.0,294.0,27208.8,3,1,177.0,282.0,1,2,154.0,272.0,1,3,153.0,247.0,1,3,45.6,86.0,1.9,ESS-1,153.0,247.0,32683.8,
