128.0, 63.0
88.0, 103.0
112.0, 67.0
107.0, 68.0
103.0, 76.0
109.0, 59.0
119.0, 72.0
117.0, 67.0
123.0, 61.0
107.0, 73.0
73.0, 85.0
118.0, 58.0
104.0, 87.0
120.0, 81.0
111.0, 75.0
122.0, 75.0
82.0, 97.0
116.0, 75.0
114.0, 79.0
95.0, 76.0
130.0, 67.0
109.0, 82.0
134.0, 70.0
112.0, 62.0
105.0, 62.0
76.0, 112.0
79.0, 81.0
96.0, 93.0
78.0, 95.0
108.0, 89.0
125.0, 80.0
90.0, 76.0
99.0, 74.0
99.0, 65.0
80.0, 107.0
103.0, 70.0
97.0, 70.0
88.0, 86.0
85.0, 66.0
120.0, 86.0
85.0, 100.0
79.0, 100.0
80.0, 91.0
83.0, 70.0
85.0, 92.0
107.0, 78.0
92.0, 96.0
98.0, 83.0
92.0, 101.0
83.0, 87.0
99.0, 90.0
80.0, 74.0
97.0, 104.0
85.0, 106.0
75.0, 79.0
106.0, 56.0
100.0, 96.0
107.0, 99.0
93.0, 80.0
93.0, 72.0
116.0, 83.0
104.0, 81.0
89.0, 56.0
115.0, 89.0
102.0, 101.0
115.0, 55.0
84.0, 81.0
70.0, 82.0
114.0, 71.0
86.0, 73.0
111.0, 86.0
130.0, 81.0
91.0, 106.0
103.0, 92.0
71.0, 89.0
81.0, 64.0
102.0, 58.0
74.0, 93.0
87.0, 96.0
124.0, 89.0
92.0, 67.0
89.0, 62.0
111.0, 92.0
76.0, 88.0
94.0, 60.0
85.0, 58.0
114.0, 95.0
96.0, 111.0
130.0, 75.0
118.0, 98.0
