oCounty,OriginX,OriginY,DepartTime,TripNodeCount,TripNode1:,DestX1,DestY1,Riders1,TripNode2:,DestX2,DestY2,Riders2,TripNode3:,DestX3,DestY3,Riders3,TotalRiders,vehicleMiles,tripMiles,AVO,VehTourEndCounty,VehTourEnd_xPixel,VehTourEnd_yPixel,VehTourEnd_Time
ATL,124.0,63.0,58132.3,3,1,53.0,116.0,1,2,14.0,114.0,1,3,5.0,116.0,1,3,82.1,204.1,2.5,SOU,5.0,116.0,67987.0,
ATL,124.0,63.0,59453.1,3,1,113.0,79.0,1,2,41.0,86.0,1,3,5.0,116.0,1,3,83.2,141.5,1.7,SOU,5.0,116.0,69433.6,
ATL,125.0,63.0,20772.6,2,1,47.0,127.0,1,2,5.0,116.0,5,NA, NA, NA, NA,6,86.6,454.1,5.2,SOU,5.0,116.0,31163.1,
ATL,125.0,63.0,21046.3,3,1,62.0,62.0,1,2,60.0,72.0,1,3,5.0,116.0,1,3,86.2,155.9,1.8,SOU,5.0,116.0,31388.4,
ATL,126.0,63.0,56233.2,3,1,48.0,64.0,1,2,41.0,66.0,1,3,5.0,116.0,1,3,88.1,177.1,2.0,SOU,5.0,116.0,66809.9,
ATL,126.0,63.0,56937.8,3,1,65.0,69.0,1,2,52.0,106.0,1,3,5.0,116.0,1,3,89.1,167.4,1.9,SOU,5.0,116.0,67634.4,
ATL,126.0,63.0,58790.9,3,1,68.0,129.0,1,2,51.0,128.0,1,3,5.0,116.0,1,3,91.5,191.5,2.1,SOU,5.0,116.0,69766.1,
ATL,126.0,63.0,62217.4,3,1,63.0,83.0,1,2,66.0,77.0,1,3,5.0,116.0,1,3,87.1,155.9,1.8,SOU,5.0,116.0,72672.4,
ATL,126.0,63.0,66066.7,3,1,105.0,72.0,1,2,49.0,128.0,1,3,5.0,116.0,3,5,88.6,311.9,3.5,SOU,5.0,116.0,76697.5,
ATL,126.0,63.0,66571.8,3,1,118.0,71.0,1,2,59.0,67.0,1,3,5.0,116.0,1,3,86.0,126.3,1.5,SOU,5.0,116.0,76894.2,
ATL,126.0,63.0,67995.2,3,1,69.0,132.0,1,2,46.0,123.0,1,3,5.0,116.0,1,3,93.5,193.0,2.1,SOU,5.0,116.0,79212.1,
ATL,126.0,63.0,71898.5,3,1,118.0,60.0,1,2,53.0,64.0,1,3,5.0,116.0,1,3,86.7,128.2,1.5,SOU,5.0,116.0,82297.8,
ATL,126.0,63.0,73216.9,3,1,59.0,109.0,1,2,50.0,119.0,1,3,5.0,116.0,1,3,83.9,184.7,2.2,SOU,5.0,116.0,83284.3,
ATL,127.0,63.0,21332.0,3,1,65.0,78.0,1,2,40.0,75.0,1,3,5.0,116.0,1,3,85.7,170.8,2.0,SOU,5.0,116.0,31619.0,
ATL,127.0,63.0,65693.0,3,1,116.0,69.0,1,2,55.0,50.0,1,3,5.0,116.0,1,3,95.5,131.2,1.4,SOU,5.0,116.0,77157.0,
